"iso_code","continent","date","country","new_deaths","new_cases","new_tests","population","life_expectancy","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C4_Restrictions.on.gatherings.1","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","H6_Facial.Coverings","E1_Income.support","driving","walking","transit","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"AUT","Europe",2020-02-10,"Austria",0,0,NA,9006400,81.54,0,0,0,0,0,0,0,0,0,0,0,0,109.94,110.43,NA,NA,NA,NA,NA,NA,NA
"AUT","Europe",2020-02-11,"Austria",0,0,NA,9006400,81.54,0,0,0,0,0,0,0,0,0,0,0,0,112.72,114.55,NA,NA,NA,NA,NA,NA,NA
"AUT","Europe",2020-02-12,"Austria",0,0,NA,9006400,81.54,0,0,0,0,0,0,0,0,0,0,0,0,113.59,114.2,NA,NA,NA,NA,NA,NA,NA
"AUT","Europe",2020-02-13,"Austria",0,0,NA,9006400,81.54,0,0,0,0,0,0,0,0,0,0,0,0,116.37,123.11,NA,NA,NA,NA,NA,NA,NA
"AUT","Europe",2020-02-14,"Austria",0,0,NA,9006400,81.54,0,0,0,0,0,0,0,0,0,0,0,0,145.47,148.29,NA,NA,NA,NA,NA,NA,NA
"AUT","Europe",2020-02-15,"Austria",0,0,NA,9006400,81.54,0,0,0,0,0,0,0,0,0,0,0,0,158.95,165.31,NA,9,1,42,13,0,-2
"AUT","Europe",2020-02-16,"Austria",0,0,NA,9006400,81.54,0,0,0,0,0,0,0,0,0,0,0,0,120.22,113.75,NA,15,21,42,12,1,-2
"AUT","Europe",2020-02-17,"Austria",0,0,NA,9006400,81.54,0,0,0,0,0,0,0,0,0,0,0,0,113.56,125.35,NA,9,5,35,3,-4,0
"AUT","Europe",2020-02-18,"Austria",0,0,NA,9006400,81.54,0,0,0,0,0,0,0,0,0,0,0,0,113.49,127.47,NA,8,5,40,2,-4,0
"AUT","Europe",2020-02-19,"Austria",0,0,NA,9006400,81.54,0,0,0,0,0,0,0,0,0,0,0,0,117.98,125.25,NA,4,2,10,-1,-5,1
"AUT","Europe",2020-02-20,"Austria",0,0,NA,9006400,81.54,0,0,0,0,0,0,0,0,0,0,0,0,117.11,132.26,NA,4,1,13,2,-5,0
"AUT","Europe",2020-02-21,"Austria",0,0,NA,9006400,81.54,0,0,0,0,0,0,0,0,0,0,0,0,142.35,142.4,NA,1,4,7,-2,-5,1
"AUT","Europe",2020-02-22,"Austria",0,0,NA,9006400,81.54,0,0,0,0,0,0,0,0,0,0,0,0,156.99,166.41,NA,9,3,52,14,2,-2
"AUT","Europe",2020-02-23,"Austria",0,0,NA,9006400,81.54,0,0,0,0,0,0,0,0,0,0,0,0,114.15,114.7,NA,4,23,4,5,2,0
"AUT","Europe",2020-02-24,"Austria",0,0,NA,9006400,81.54,0,0,0,0,0,0,0,0,0,2,0,0,111.17,125.95,NA,9,10,25,3,2,-1
"AUT","Europe",2020-02-25,"Austria",0,2,NA,9006400,81.54,0,0,0,0,0,0,0,0,0,2,0,0,109,125.66,NA,13,10,60,7,0,0
"AUT","Europe",2020-02-26,"Austria",0,0,103,9006400,81.54,0,0,0,0,0,0,0,0,0,2,0,0,108.98,115.47,NA,-3,10,8,-2,0,1
"AUT","Europe",2020-02-27,"Austria",0,1,126,9006400,81.54,0,0,0,0,0,0,0,0,0,2,0,0,113.71,122.28,NA,1,7,9,0,1,1
"AUT","Europe",2020-02-28,"Austria",0,0,316,9006400,81.54,0,0,0,0,0,0,0,0,0,2,0,0,138.1,129.96,NA,-1,9,-1,-2,1,1
"AUT","Europe",2020-02-29,"Austria",0,6,886,9006400,81.54,0,0,0,0,0,0,0,0,0,2,0,0,130.25,134.42,NA,2,3,9,0,1,0
"AUT","Europe",2020-03-01,"Austria",0,5,NA,9006400,81.54,0,0,0,0,0,0,0,0,0,2,0,0,106.13,98.99,NA,0,8,6,1,2,0
"AUT","Europe",2020-03-02,"Austria",0,4,NA,9006400,81.54,0,0,0,0,0,0,0,0,0,2,0,0,103.21,111.8,NA,2,6,16,1,3,-1
"AUT","Europe",2020-03-03,"Austria",0,3,NA,9006400,81.54,0,0,0,0,0,0,0,0,0,2,0,0,104.24,110.27,NA,-1,4,-1,-3,2,1
"AUT","Europe",2020-03-04,"Austria",0,8,455,9006400,81.54,0,0,0,0,0,0,0,0,0,2,0,0,111.11,112.82,NA,2,5,12,0,2,0
"AUT","Europe",2020-03-05,"Austria",0,12,573,9006400,81.54,0,0,0,0,0,0,0,0,0,2,0,0,111.25,120.92,NA,1,3,4,0,1,0
"AUT","Europe",2020-03-06,"Austria",0,14,289,9006400,81.54,0,0,0,0,0,0,0,0,0,2,0,0,123.46,133.87,NA,-1,3,-7,-2,1,0
"AUT","Europe",2020-03-07,"Austria",0,24,308,9006400,81.54,0,0,0,0,0,0,0,0,0,2,0,0,121.17,136.39,NA,4,0,-2,-3,0,0
"AUT","Europe",2020-03-08,"Austria",0,25,201,9006400,81.54,0,0,0,0,0,0,0,0,0,2,0,0,109.52,97.8,NA,14,14,42,5,1,-2
"AUT","Europe",2020-03-09,"Austria",0,27,225,9006400,81.54,0,0,0,0,0,0,0,0,3,2,0,0,102.15,104.56,NA,-1,4,2,-3,1,0
"AUT","Europe",2020-03-10,"Austria",0,51,292,9006400,81.54,0,0,0,0,0,0,0,0,3,2,0,0,98.85,98.53,NA,-3,10,9,-3,1,0
"AUT","Europe",2020-03-11,"Austria",0,64,336,9006400,81.54,0,0,2,0,0,0,0,0,3,2,0,0,92.94,93.87,NA,-6,17,12,-8,-1,1
"AUT","Europe",2020-03-12,"Austria",1,56,507,9006400,81.54,0,1,2,0,0,0,0,0,3,2,0,0,86.76,89.3,NA,-10,24,18,-9,-3,2
"AUT","Europe",2020-03-13,"Austria",0,202,713,9006400,81.54,0,1,2,0,0,1,0,2,3,2,0,0,86.98,68.36,NA,-20,46,-20,-20,-6,5
"AUT","Europe",2020-03-14,"Austria",0,151,885,9006400,81.54,0,1,2,0,0,1,0,2,3,2,0,0,64.33,55.3,NA,-35,-7,-17,-34,-9,8
"AUT","Europe",2020-03-15,"Austria",0,205,700,9006400,81.54,0,1,2,0,0,1,0,2,3,2,0,0,49.07,36.38,NA,-59,-32,-13,-43,-18,8
"AUT","Europe",2020-03-16,"Austria",2,158,323,9006400,81.54,2,3,2,4,4,1,2,2,3,2,0,0,40.52,28.86,NA,-71,-14,-37,-56,-43,19
"AUT","Europe",2020-03-17,"Austria",0,314,1788,9006400,81.54,2,3,2,4,4,1,2,2,3,2,0,0,37.03,25.53,NA,-79,-32,-43,-66,-55,24
"AUT","Europe",2020-03-18,"Austria",1,314,1699,9006400,81.54,2,3,2,4,4,1,2,2,3,2,0,0,37.41,31.77,NA,-79,-30,-24,-65,-58,24
"AUT","Europe",2020-03-19,"Austria",2,367,1747,9006400,81.54,2,3,2,4,4,1,2,2,3,2,0,2,36.14,32.53,NA,-80,-29,-32,-67,-60,25
"AUT","Europe",2020-03-20,"Austria",0,375,1889,9006400,81.54,2,3,2,4,4,1,2,2,3,2,0,2,34.41,32.38,NA,-81,-28,-32,-68,-59,26
"AUT","Europe",2020-03-21,"Austria",2,426,2932,9006400,81.54,2,3,2,4,4,1,2,2,3,2,0,2,24.83,18.54,NA,-88,-39,-73,-75,-54,20
"AUT","Europe",2020-03-22,"Austria",8,768,2823,9006400,81.54,2,3,2,4,4,1,2,2,3,2,0,2,27.11,20.63,NA,-90,-69,-60,-76,-54,15
"AUT","Europe",2020-03-23,"Austria",5,892,2061,9006400,81.54,2,3,2,4,4,1,2,2,3,2,0,2,33.29,23.85,NA,-79,-31,-57,-71,-60,25
"AUT","Europe",2020-03-24,"Austria",7,809,4962,9006400,81.54,2,3,2,4,4,1,2,2,3,2,0,2,33.44,25.22,NA,-80,-32,-44,-71,-61,26
"AUT","Europe",2020-03-25,"Austria",2,305,4016,9006400,81.54,2,3,2,4,4,1,2,2,3,2,0,2,33.69,23.88,NA,-81,-34,-58,-73,-62,27
"AUT","Europe",2020-03-26,"Austria",19,1321,3588,9006400,81.54,2,3,2,4,4,1,2,2,3,2,0,2,34.36,25.66,NA,-81,-31,-59,-72,-62,27
"AUT","Europe",2020-03-27,"Austria",9,748,3557,9006400,81.54,2,3,2,4,4,1,2,2,3,2,0,2,35.61,31.85,NA,-80,-26,-39,-70,-60,27
"AUT","Europe",2020-03-28,"Austria",10,614,3198,9006400,81.54,2,3,2,4,4,1,2,2,3,2,0,2,32.88,35.26,NA,-83,-31,-21,-66,-49,17
"AUT","Europe",2020-03-29,"Austria",18,517,3691,9006400,81.54,2,3,2,4,4,1,2,2,3,2,0,2,32.93,27.22,NA,-87,-64,-43,-71,-51,14
"AUT","Europe",2020-03-30,"Austria",22,830,3014,9006400,81.54,2,3,2,4,4,1,2,2,3,2,0,2,35.85,25.06,NA,-78,-31,-57,-71,-59,25
"AUT","Europe",2020-03-31,"Austria",20,562,2889,9006400,81.54,2,3,2,4,4,1,2,2,3,2,0,2,38.57,28.08,NA,-77,-24,-47,-69,-59,25
"AUT","Europe",2020-04-01,"Austria",18,531,3519,9006400,81.54,2,3,2,4,4,1,2,2,3,2,1,2,39.62,31.19,NA,-77,-30,-34,-67,-59,24
"AUT","Europe",2020-04-02,"Austria",12,418,36327,9006400,81.54,2,3,2,4,4,1,2,2,3,2,1,2,40.34,32.78,NA,-77,-29,-36,-68,-59,25
"AUT","Europe",2020-04-03,"Austria",10,395,6153,9006400,81.54,2,3,2,4,4,1,2,2,3,2,1,2,38.34,31.95,NA,-79,-25,-46,-69,-59,26
"AUT","Europe",2020-04-04,"Austria",18,257,5791,9006400,81.54,2,3,2,4,4,1,2,2,3,2,1,2,33.05,31.59,NA,-82,-30,-36,-67,-48,17
"AUT","Europe",2020-04-05,"Austria",18,270,4282,9006400,81.54,2,3,2,4,4,1,2,2,3,2,1,2,39.2,39.51,NA,-82,-55,-11,-64,-46,12
"AUT","Europe",2020-04-06,"Austria",16,246,2880,9006400,81.54,2,3,2,4,4,1,2,2,3,2,2,2,44.15,36.79,NA,-73,-26,-22,-64,-58,22
"AUT","Europe",2020-04-07,"Austria",23,342,3939,9006400,81.54,2,3,2,4,4,1,2,2,3,2,2,2,46.62,39.81,NA,-74,-24,-6,-63,-58,22
"AUT","Europe",2020-04-08,"Austria",30,303,5520,9006400,81.54,2,3,2,4,4,1,2,2,3,2,2,2,47.85,40.71,NA,-74,-21,-10,-63,-58,22
"AUT","Europe",2020-04-09,"Austria",22,302,5532,9006400,81.54,2,3,2,4,4,1,2,2,3,2,2,2,48.81,41.69,NA,-74,-15,-20,-63,-59,22
"AUT","Europe",2020-04-10,"Austria",24,311,8456,9006400,81.54,2,3,2,4,4,1,2,2,3,2,2,2,45.09,40.48,NA,-76,-16,-22,-66,-63,24
"AUT","Europe",2020-04-11,"Austria",18,251,6232,9006400,81.54,2,3,2,4,4,1,2,2,3,2,2,2,36.78,38.8,NA,-81,-27,-20,-62,-45,15
"AUT","Europe",2020-04-12,"Austria",13,139,3902,9006400,81.54,2,3,2,4,4,1,2,2,3,2,2,2,35.06,39.48,NA,-83,-54,-6,-63,-45,11
"AUT","Europe",2020-04-13,"Austria",18,96,3535,9006400,81.54,2,3,2,4,4,1,2,2,3,2,2,2,42.33,33.92,NA,-90,-94,-15,-78,-88,31
"AUT","Europe",2020-04-14,"Austria",16,185,3384,9006400,81.54,2,2,2,4,4,1,2,2,3,2,2,2,51.14,35.47,NA,-62,-16,-41,-62,-53,21
"AUT","Europe",2020-04-15,"Austria",9,110,5005,9006400,81.54,2,2,2,4,4,1,2,2,3,2,2,2,53.88,41.26,NA,-62,-20,-12,-58,-52,20
"AUT","Europe",2020-04-16,"Austria",17,140,6015,9006400,81.54,2,2,2,4,4,1,2,2,3,2,2,2,56.02,45.58,NA,-63,-18,-9,-57,-52,20
"AUT","Europe",2020-04-17,"Austria",21,119,6456,9006400,81.54,2,2,2,4,4,1,2,2,3,2,2,2,54.07,45.03,NA,-65,-16,-10,-58,-52,20
"AUT","Europe",2020-04-18,"Austria",12,76,6660,9006400,81.54,2,2,2,4,4,1,2,2,3,2,2,2,45.63,43.04,NA,-70,-21,-8,-54,-36,13
"AUT","Europe",2020-04-19,"Austria",9,78,3311,9006400,81.54,2,2,2,4,4,1,2,2,3,2,2,2,45.82,32.29,NA,-84,-53,-37,-66,-43,12
"AUT","Europe",2020-04-20,"Austria",18,46,3706,9006400,81.54,2,2,2,4,4,1,2,2,3,2,2,2,58.87,44.2,NA,-58,-24,-14,-56,-48,18
"AUT","Europe",2020-04-21,"Austria",21,78,6069,9006400,81.54,2,2,2,4,4,1,2,2,3,2,2,2,59.22,44.93,NA,-60,-21,2,-54,-48,18
"AUT","Europe",2020-04-22,"Austria",19,52,12776,9006400,81.54,2,2,2,4,4,1,2,2,3,2,2,2,60.21,47.59,NA,-61,-21,7,-54,-48,18
"AUT","Europe",2020-04-23,"Austria",12,77,4041,9006400,81.54,2,2,2,4,4,1,2,1,3,2,2,2,60.76,48.07,NA,-62,-18,-3,-54,-48,18
"AUT","Europe",2020-04-24,"Austria",8,69,6851,9006400,81.54,2,2,2,4,4,1,2,1,3,2,2,2,57.52,44.41,NA,-64,-17,-10,-56,-49,19
"AUT","Europe",2020-04-25,"Austria",6,77,8403,9006400,81.54,2,2,2,4,4,1,2,1,3,2,2,2,50.31,43.01,NA,-68,-19,-7,-52,-33,12
"AUT","Europe",2020-04-26,"Austria",6,77,6542,9006400,81.54,2,2,2,4,4,1,2,1,3,2,2,2,57.18,48.66,NA,-73,-36,23,-50,-34,8
"AUT","Europe",2020-04-27,"Austria",7,49,4906,9006400,81.54,2,2,2,4,4,1,2,1,3,2,2,2,60.96,44.67,NA,-57,-22,-12,-52,-45,16
"AUT","Europe",2020-04-28,"Austria",20,83,7041,9006400,81.54,2,2,2,4,4,1,2,1,3,2,2,2,62.63,47.74,NA,-58,-18,14,-50,-45,15
"AUT","Europe",2020-04-29,"Austria",11,45,8176,9006400,81.54,2,2,2,4,4,1,2,1,3,2,2,2,62.29,40.06,NA,-61,-12,-40,-55,-46,18
"AUT","Europe",2020-04-30,"Austria",4,50,8645,9006400,81.54,2,2,2,4,4,1,2,1,3,2,2,2,64.44,46.55,NA,-49,13,-10,-49,-45,14
"AUT","Europe",2020-05-01,"Austria",5,79,7680,9006400,81.54,2,2,2,4,4,1,0,1,3,2,2,2,61.2,46.62,NA,-83,-90,5,-66,-82,26
"AUT","Europe",2020-05-02,"Austria",7,27,5540,9006400,81.54,2,2,2,3,3,1,0,1,3,2,2,2,62.46,49.18,NA,-43,4,-12,-44,-24,8
"AUT","Europe",2020-05-03,"Austria",2,39,4736,9006400,81.54,2,2,2,3,3,1,0,1,3,2,2,2,66.38,46.38,NA,-72,-32,-1,-49,-31,7
"AUT","Europe",2020-05-04,"Austria",2,24,4716,9006400,81.54,2,2,2,3,3,1,0,1,3,2,2,2,74.19,54.51,NA,-32,-8,-2,-43,-38,12
"AUT","Europe",2020-05-05,"Austria",6,29,6812,9006400,81.54,2,2,2,3,3,1,0,1,3,2,2,2,74.04,53.07,NA,-39,-8,-18,-46,-39,14
"AUT","Europe",2020-05-06,"Austria",2,34,6371,9006400,81.54,2,2,2,3,3,1,0,1,3,2,2,2,78.21,56.95,NA,-38,-5,1,-43,-38,12
"AUT","Europe",2020-05-07,"Austria",1,68,5640,9006400,81.54,2,2,2,3,3,1,0,1,3,2,2,2,80.89,61.4,NA,-39,-5,12,-41,-38,12
"AUT","Europe",2020-05-08,"Austria",5,22,6175,9006400,81.54,2,2,2,3,3,1,0,1,3,2,2,2,83.51,63.62,NA,-40,-2,20,-41,-39,12
"AUT","Europe",2020-05-09,"Austria",1,59,7621,9006400,81.54,2,2,2,3,3,1,0,1,3,2,2,2,71.17,55.41,NA,-43,-2,18,-35,-19,5
"AUT","Europe",2020-05-10,"Austria",3,38,4818,9006400,81.54,2,2,2,3,3,1,0,1,3,2,2,2,69.52,45.27,NA,-64,-25,8,-39,-18,3
"AUT","Europe",2020-05-11,"Austria",2,11,2976,9006400,81.54,2,2,2,3,3,0,0,1,3,2,2,2,NA,NA,NA,-37,-16,-8,-43,-36,12
"AUT","Europe",2020-05-12,"Austria",3,79,9830,9006400,81.54,2,2,2,3,3,0,0,1,3,2,2,2,NA,NA,NA,-39,-9,-4,-41,-35,13
"AUT","Europe",2020-05-13,"Austria",1,36,6938,9006400,81.54,2,2,2,3,3,0,0,1,3,2,2,2,82.07,56.28,NA,-41,-10,-13,-43,-35,13
"AUT","Europe",2020-05-14,"Austria",2,61,8354,9006400,81.54,2,2,2,3,3,0,0,1,3,2,2,2,81.45,55.44,NA,-42,-9,-20,-44,-36,12
"AUT","Europe",2020-05-15,"Austria",2,51,6745,9006400,81.54,2,2,2,3,3,0,0,1,3,2,2,2,82.33,54.72,NA,-34,-11,-43,-47,-36,13
"AUT","Europe",2020-05-16,"Austria",1,92,6042,9006400,81.54,2,2,2,3,3,0,0,1,3,2,2,2,77.45,59.94,NA,-32,-13,5,-35,-12,5
"AUT","Europe",2020-05-17,"Austria",0,41,5116,9006400,81.54,2,2,2,3,3,0,0,1,3,2,2,2,84.79,60.89,NA,-40,-18,47,-31,-13,3
"AUT","Europe",2020-05-18,"Austria",0,27,3364,9006400,81.54,2,2,2,3,3,0,0,1,3,2,2,2,91.52,71.56,NA,-20,-11,35,-32,-27,7
"AUT","Europe",2020-05-19,"Austria",3,52,6562,9006400,81.54,2,2,2,3,3,0,0,1,3,2,2,2,92.97,71.7,NA,-22,-7,27,-33,-28,8
"AUT","Europe",2020-05-20,"Austria",1,32,7157,9006400,81.54,2,2,2,3,3,0,0,1,3,2,2,2,98.43,71.21,NA,-14,22,20,-29,-28,6
"AUT","Europe",2020-05-21,"Austria",0,51,NA,9006400,81.54,2,2,2,3,3,0,0,1,3,2,2,2,94.3,68.8,NA,-58,-87,82,-52,-80,20
"AUT","Europe",2020-05-22,"Austria",2,32,NA,9006400,81.54,2,2,2,3,3,0,0,1,3,2,2,2,95.35,76.04,NA,-20,2,28,-38,-44,10
"AUT","Europe",2020-05-23,"Austria",4,50,5875,9006400,81.54,2,2,2,3,3,0,0,1,3,2,2,2,79.58,56.69,NA,-32,-12,-6,-41,-13,6
"AUT","Europe",2020-05-24,"Austria",1,17,5494,9006400,81.54,2,2,2,3,3,0,0,1,3,2,2,2,86.13,52.92,NA,-44,-20,3,-37,-14,4
"AUT","Europe",2020-05-25,"Austria",1,36,3484,9006400,81.54,2,2,2,3,3,0,0,1,3,2,2,2,90.85,62.19,NA,-22,-9,-22,-37,-29,9
"AUT","Europe",2020-05-26,"Austria",2,18,5844,9006400,81.54,2,2,2,3,3,0,0,1,3,2,2,2,94.31,66.45,NA,-25,-8,-10,-36,-27,9
"AUT","Europe",2020-05-27,"Austria",2,34,7521,9006400,81.54,2,2,2,3,3,0,0,1,3,2,2,2,97.31,75.84,NA,-21,-8,38,-30,-26,7
"AUT","Europe",2020-05-28,"Austria",23,37,8666,9006400,81.54,2,2,2,3,3,0,0,1,3,2,2,2,98.09,67.17,NA,-26,-6,-27,-36,-28,9
"AUT","Europe",2020-05-29,"Austria",0,27,6930,9006400,81.54,2,2,2,3,3,0,0,0,3,2,2,2,107.06,77.68,NA,-23,-1,-6,-33,-28,7
"AUT","Europe",2020-05-30,"Austria",0,30,7841,9006400,81.54,2,2,2,3,3,0,0,0,3,2,2,2,95.49,75.37,NA,-24,-2,16,-30,-5,2
"AUT","Europe",2020-05-31,"Austria",0,46,6391,9006400,81.54,2,2,2,3,3,0,0,0,3,2,2,2,85.66,51.95,NA,-44,-21,-13,-45,-14,4
"AUT","Europe",2020-06-01,"Austria",0,2,3286,9006400,81.54,2,2,2,3,3,0,0,0,3,2,2,2,113.69,80.63,NA,-46,-86,141,-45,-79,16
"AUT","Europe",2020-06-02,"Austria",1,26,4558,9006400,81.54,2,2,2,3,3,0,0,0,3,2,2,2,111.56,85.05,NA,-13,9,40,-27,-29,5
"AUT","Europe",2020-06-03,"Austria",1,12,6580,9006400,81.54,1,2,2,3,3,0,0,0,3,2,2,2,109.53,83.34,NA,-18,-3,23,-26,-23,5
"AUT","Europe",2020-06-04,"Austria",0,34,8508,9006400,81.54,1,2,2,3,3,0,0,0,2,2,2,2,111.11,87.02,NA,-19,-4,10,-25,-23,5
"AUT","Europe",2020-06-05,"Austria",2,38,7983,9006400,81.54,1,2,2,3,3,0,0,0,2,2,2,2,114,84.65,NA,-20,-3,-13,-30,-24,6
"AUT","Europe",2020-06-06,"Austria",0,55,6463,9006400,81.54,1,2,2,3,3,0,0,0,2,2,2,2,107.45,92.45,NA,-20,-11,55,-22,-1,0
"AUT","Europe",2020-06-07,"Austria",0,4,3685,9006400,81.54,1,2,2,3,3,0,0,0,2,2,2,2,103.32,64.72,NA,-30,-11,22,-31,-5,2
"AUT","Europe",2020-06-08,"Austria",0,66,5164,9006400,81.54,1,2,2,3,3,0,0,0,2,2,2,2,108.74,80.21,NA,-14,-7,-4,-28,-25,5
"AUT","Europe",2020-06-09,"Austria",0,11,6160,9006400,81.54,1,2,2,3,3,0,0,0,2,2,2,2,113.08,84.13,NA,-14,-4,8,-27,-25,6
"AUT","Europe",2020-06-10,"Austria",1,26,5423,9006400,81.54,1,2,2,3,3,0,0,0,2,2,2,2,126.42,82.75,NA,-9,18,-3,-24,-26,3
"AUT","Europe",2020-06-11,"Austria",1,29,6157,9006400,81.54,1,2,2,3,3,0,0,0,2,2,2,2,125.28,93.81,NA,-47,-85,96,-47,-76,17
"AUT","Europe",2020-06-12,"Austria",1,30,NA,9006400,81.54,1,2,2,3,3,0,0,0,2,2,2,2,131.9,112.65,NA,-11,0,84,-29,-42,5
"AUT","Europe",2020-06-13,"Austria",2,14,NA,9006400,81.54,1,2,2,3,3,0,0,0,2,2,2,2,118.86,95.66,NA,-21,-13,95,-20,-1,-2
"AUT","Europe",2020-06-14,"Austria",0,31,3864,9006400,81.54,1,2,2,3,3,0,0,0,2,2,2,2,114.42,58.08,NA,-35,-19,-18,-33,-2,1
"AUT","Europe",2020-06-15,"Austria",1,26,2830,9006400,81.54,1,2,2,3,3,0,0,0,2,2,2,2,118.3,85.6,NA,-12,-7,-3,-26,-24,5
"AUT","Europe",2020-06-16,"Austria",3,54,5030,9006400,81.54,1,2,2,3,3,0,0,0,2,2,2,2,118.83,92.76,NA,-11,-5,35,-22,-22,4
"AUT","Europe",2020-06-17,"Austria",6,14,7915,9006400,81.54,1,2,2,3,3,0,0,0,2,2,2,2,120.65,93.79,NA,-12,-7,35,-22,-23,4
"AUT","Europe",2020-06-18,"Austria",1,20,5312,9006400,81.54,1,2,2,3,3,0,0,0,2,2,2,2,122.53,96.42,NA,-14,-7,16,-24,-24,4
"AUT","Europe",2020-06-19,"Austria",0,48,6203,9006400,81.54,1,2,2,3,3,0,0,0,2,2,2,2,130.1,100.68,NA,-17,-8,14,-25,-24,4
"AUT","Europe",2020-06-20,"Austria",0,52,6078,9006400,81.54,1,2,2,3,3,0,0,0,2,2,2,2,114,84.26,NA,-20,-12,-2,-30,-6,2
"AUT","Europe",2020-06-21,"Austria",2,18,2376,9006400,81.54,1,2,2,3,3,0,0,0,2,2,2,2,115.29,69.95,NA,-35,-22,-13,-34,-9,2
"AUT","Europe",2020-06-22,"Austria",0,39,5216,9006400,81.54,1,2,2,3,3,0,0,0,2,2,2,2,122.73,96.99,NA,-10,-9,50,-22,-24,3
"AUT","Europe",2020-06-23,"Austria",3,28,6673,9006400,81.54,1,2,2,3,3,0,0,0,2,2,2,2,127.08,102.8,NA,-9,-8,92,-19,-23,2
